item_id,linear_terms,factors.0,factors.1,factors.2,factors.3,factors.4,factors.5,factors.6,factors.7
2307,-1.37729,-0.902009,1.48221,0.605354,-0.27143,-1.17914,-0.632002,-0.260222,0.676654
2932,0.0479446,-0.20884,-0.0035012,-0.0840104,-1.18687,-0.154922,-0.346527,0.11502,0.895809
26952,-0.132145,0.690552,0.891701,0.161794,-2.71297,-0.536668,0.0326227,1.4364,0.703058
2740,-2.09418,-0.509886,1.27885,0.930307,-0.0271077,0.738518,-1.5847,1.36867,0.141195
270,0.115066,-0.260174,0.357172,0.911565,-0.138631,0.595574,-0.481456,-0.696408,0.827364
714,-0.237497,-0.316397,1.41983,1.03834,-0.137121,-0.858475,-0.966502,0.852801,0.299975
36739,-0.65155,0.0422445,-0.245873,0.824808,-0.259412,-0.0848887,0.75309,-0.396668,-0.314388
6411,0.323667,0.380637,-0.260235,-0.277471,-0.830697,0.270206,0.633236,0.0607164,-0.462182
1324,-0.850268,-0.225472,0.0040043,0.675656,-0.543244,0.827476,0.428932,-0.973772,-0.198705
24770,-0.324661,-0.725793,0.0768946,-0.329965,-0.753063,0.276968,0.253287,0.679376,-0.292193
28857,-1.83299,-0.917865,-0.397055,0.618918,-0.769117,1.16596,-0.151077,0.603886,0.998561
3874,-0.67515,1.38463,-0.214106,0.193385,-0.433359,0.0396762,0.0948129,0.772568,1.56708
37120,-0.199251,-0.378317,-0.0499893,0.436969,-0.238177,0.748101,0.513277,0.0402651,0.449215
6552,-1.7454,1.28953,0.49578,0.685242,0.649893,1.38368,-2.72247,0.557068,-0.456447
107529,0.504135,-0.400401,-0.531111,0.143999,-0.0299966,0.235253,0.45003,0.145617,-0.566496
144325,-0.774587,1.84816,1.42219,0.538554,0.0519564,0.0260871,0.680221,0.174462,-0.576982
149639,0.16169,0.336838,0.312398,-0.640119,-0.518933,0.50316,0.188389,-0.0983484,-1.38987
160018,0.56161,-0.110931,-0.324124,0.94844,0.783933,-0.835521,-0.729713,-0.997706,0.418454
102104,-0.911307,-0.0179627,1.12008,1.27037,0.399221,0.00035679,0.904459,0.169912,-0.0212444
123239,0.148372,0.0740833,-0.489904,0.494551,-0.022649,1.04188,0.392044,0.720859,0.0482613
4953,-1.46602,-0.551978,0.873148,0.461718,-0.150938,1.08937,0.536412,0.860344,0.453527
12248,-0.481837,-0.479484,-0.434289,0.309638,-0.205675,-0.400461,1.13083,0.24374,0.478393
41541,-1.20874,-0.513804,0.991433,-0.541237,-0.98226,0.650485,1.09532,-0.436825,0.153774
12005,-0.0444089,-0.378938,-0.202081,0.488,-0.304288,0.360518,0.258684,-0.344898,-0.147432
24025,-0.649647,-1.64143,-1.41658,0.843519,-0.804855,1.66666,0.0915115,-0.420732,1.23415
17274,-0.833133,-0.689787,-1.49669,-0.669907,-0.942787,1.55122,-0.104775,-0.14665,0.00625805
24024,-0.0427643,1.49281,-1.19874,-1.65277,-0.499662,0.599855,-0.315749,1.05475,0.606572
15033,0.0330879,-0.78723,-0.179135,0.0942624,-0.515074,0.226042,0.386809,-0.0688777,-0.0417046
4410,-0.97141,1.21118,0.43253,0.655477,-0.181948,-0.246749,1.91246,-0.69966,0.612324
14258,-0.497791,0.171038,1.24241,-0.108006,-0.553374,-0.184394,-0.178543,0.757549,-0.0321322
166286,0.512527,0.554723,-0.593301,0.713912,0.389261,-0.115839,-1.70559,-1.54868,0.0750951
37589,-0.40486,0.402835,-0.740037,0.249167,-0.432002,-0.956529,-0.929936,0.311131,0.991714
891,-0.770234,1.10854,0.297706,0.528581,-0.628797,-0.132222,0.220513,0.367559,-0.0239704
6420,-1.10296,0.337562,-0.183422,0.503842,-1.28473,-0.0764475,0.626996,-0.0512213,0.897409
631,0.60447,0.0340987,-1.01928,-0.0912545,-0.525635,0.20336,-0.138449,-0.286285,0.672099
16144,-0.752941,-0.45181,-0.611813,0.316292,-0.453087,0.0218466,0.232672,-0.136349,0.321063
1414,-1.59311,-0.0984546,-0.402116,0.202476,-0.148469,1.44902,-0.90141,0.362666,1.215
24067,-2.47471,-1.63498,1.21842,0.905835,-1.22623,-0.0476157,1.43691,1.17784,-0.789062
23912,-0.91374,0.394005,-0.326474,1.57902,-0.142967,0.267022,0.177656,-0.826996,0.195054
22198,-0.153386,-0.818649,-0.483081,-0.193527,-0.706367,0.0102537,0.181734,-0.234011,-0.113973
6887,0.0124207,0.490659,-0.0873716,0.0608973,-0.597862,0.368788,0.247079,0.641145,0.7728
16362,-0.350715,0.745003,-0.330819,-0.357796,-0.869596,0.620348,0.920173,-0.881521,-0.193352
1291,-1.20556,-0.130059,0.388344,-0.590971,-0.565227,0.166094,0.31304,0.894395,0.218603
183251,0.363841,0.388047,-0.484192,0.0909966,1.25244,0.852234,-0.170415,0.445129,-0.413654
160499,0.52996,-0.284444,0.279349,-0.0108259,0.735534,0.537177,-0.38081,-0.725002,-0.517093
590,-1.00203,0.0459332,0.696657,0.996884,-0.821425,-0.263014,-0.174711,0.524607,0.324984
17835,-0.671926,0.0281709,0.94979,0.233147,-0.285567,-0.305641,0.247554,-0.559207,-0.0334551
35488,0.412123,-0.688187,-0.60614,0.153111,-0.182629,-0.00330454,-0.367974,-0.777418,0.116027
18891,-1.10994,-0.95088,0.513229,-0.0352436,0.252238,-0.231058,-0.041797,-0.398334,0.303857
19027,-1.94441,0.68935,0.412425,1.67859,1.02316,-0.876676,1.34466,-0.299165,0.800497
10383,-0.37812,-0.395387,0.585698,0.909271,-0.59067,-0.966253,0.307604,0.270373,-0.279578
21239,-1.38419,-0.0839858,0.250028,0.516413,-0.878834,-0.0494093,1.08584,0.623799,-0.462747
17027,-0.523168,0.555498,-0.00476315,1.19986,-0.215904,-0.462105,-0.433891,-0.625764,0.0879656
5468,-1.10386,-0.618067,-0.744091,-0.101206,-1.22917,-0.0872253,0.160699,-0.868174,0.73945
164153,1.24263,0.274475,0.524375,-0.127242,1.58715,-0.000930217,-0.715861,-0.0165605,0.00883329
3285,-2.90786,-1.03739,0.842092,0.918197,0.478492,1.34177,1.61663,0.22275,0.989669
6388,-2.32014,0.740383,0.462596,1.50765,0.153412,1.02957,0.0350332,-0.888162,0.418225
13478,-1.69002,-0.376462,0.139349,0.396327,-0.759286,0.838145,0.614449,1.23359,-1.14324
14236,-1.05573,0.0161786,1.24922,0.709514,1.04477,-0.220713,0.512174,-0.315029,1.23289
3623,-2.92304,0.170711,0.658347,1.78806,0.249206,0.592988,-0.862357,1.1257,1.02489
14992,-1.286,-0.40342,1.01505,0.502958,-0.604991,-0.0834187,0.13992,0.993046,-0.499643
2265,-0.567177,-0.058628,0.621728,-0.342486,-1.1822,0.150579,-1.20241,0.711382,0.457272
5554,-1.50372,-0.362365,-0.139825,0.400414,-0.30729,1.44198,0.00161835,0.395681,0.513448
39914,-0.879234,-1.34766,-1.56793,-1.14025,-0.761652,1.03848,2.69449,0.148206,-0.258642
125678,0.298901,-0.532302,0.333783,0.994111,-0.0277928,0.156805,-0.222455,0.563382,0.0555097
155463,0.440609,-1.3975,0.949888,0.133292,-0.36348,0.383112,-0.0885629,0.220228,-0.162064
142852,0.124425,-0.726396,0.697936,0.770057,0.19315,0.59151,0.221467,1.02667,0.206987
122298,0.513393,-0.0465424,-0.0949931,-0.0847951,0.117608,0.807955,0.0131228,-0.0317634,0.05812
127784,-0.333293,0.227422,-0.305316,0.352554,-0.095886,-0.338094,1.55032,-0.856168,1.56985
39994,-0.823484,0.410636,-0.517722,0.868651,0.189524,1.06057,1.57254,-1.24187,0.743918
41833,-0.723454,0.792489,0.594199,-0.356308,-0.287482,0.945926,0.408244,-0.132721,0.0825373
6210,-1.8328,-0.480986,-1.21489,0.123424,-0.860754,1.22796,-1.28181,-0.385951,1.45732
30241,0.192264,-0.411849,-0.316797,0.295669,-0.320634,0.360695,-0.470303,0.0841889,-0.11953
10934,0.0601977,1.74183,-0.6687,0.0424793,-0.786851,-0.902225,0.279616,-0.717849,0.499583
67628,-2.3163,-0.0343834,1.04074,-0.471299,0.50829,0.481155,-0.295424,0.332277,-0.643317
1729,-2.15534,-0.0255484,1.60833,-0.251478,0.0204281,0.860824,1.10116,0.748204,0.437753
8273,-0.395539,-0.733043,-0.320729,-0.461842,-1.01618,0.214407,-0.287305,0.0986993,-0.186129
4127,-2.80375,-0.241507,0.350199,0.449137,0.855729,-0.620167,0.865739,-1.08358,1.20561
7607,-0.655189,0.363734,-0.221632,-0.0126651,0.229606,0.116647,-0.185559,-0.149992,0.186213
4745,-1.15241,0.0479324,1.12496,0.145676,-1.22849,0.0515308,1.55592,-1.12658,-0.380253
2425,-1.9428,0.598539,0.395917,0.700835,-0.622594,0.136791,0.4228,0.426316,0.717964
1125,-0.263181,-1.24536,-0.814313,-1.25639,-0.903445,1.0791,0.527321,-0.136047,0.850535
11971,-0.288991,0.358839,-0.264933,0.0153179,-0.295625,1.07199,0.214162,-0.72158,0.485726
374,0.0718713,-0.748132,-0.175142,-0.451874,-0.655721,0.00567722,-0.0597711,0.796273,-0.463424
8172,-0.101246,0.734107,-0.148081,-0.233323,-0.264776,1.53427,0.606328,-0.212541,0.146666
5478,-0.148918,0.236994,-0.36242,-0.311641,-0.154121,0.749706,0.73641,-0.712191,0.334378
854,0.199953,-0.645437,-0.119536,0.562041,-0.931317,0.373829,-0.692405,0.33781,-0.0215983
561,0.388746,-0.385383,0.384625,-0.124141,-0.654389,-0.460704,-1.35909,1.09031,1.45005
2372,-1.43397,-1.76264,-1.37814,1.00339,-0.923806,-0.167928,0.719444,0.188384,0.456048
2226,0.0469218,0.239677,0.51137,0.0732767,-1.22493,0.409011,0.478739,0.188595,-0.779163
2944,-0.770899,1.00574,-0.276117,0.266865,-0.466139,1.14973,1.02756,-0.428481,0.28646
8247,-1.3223,0.00142491,0.269707,2.01687,-0.828879,0.725638,0.794232,-0.0281861,0.530328
8515,0.46025,-1.34571,0.877134,-0.517022,0.369145,-0.0616379,1.02324,0.70943,0.165851
3389,-2.031,-1.78878,2.01704,0.61422,-0.278949,1.55203,0.715886,-0.792163,-0.788158
940,-0.660188,0.769873,-0.364004,0.334088,-0.878221,1.34277,0.173286,-0.424933,0.13609
2533,0.274247,-0.447245,-0.792816,0.283044,-0.175276,0.495492,0.253149,-0.233118,-0.169332
2603,-0.300555,-0.599359,0.234959,0.31456,0.983773,-0.18829,-1.1282,1.00462,1.72259
1309,-0.0516409,-0.713878,0.490475,-0.51629,-0.684081,0.363665,-0.564322,0.190699,-0.184047
5419,0.0904027,-0.512619,-0.215994,-0.816381,-0.763504,0.258351,0.504699,0.431472,-0.615584
944,-0.441624,-0.189585,0.518148,1.06504,-0.785151,-0.720451,-0.090905,-0.264031,-0.1405
531,0.357056,-0.156113,-0.678186,0.168762,-0.525724,-0.052155,-0.152815,-0.247389,-0.324658
16052,-1.25059,-0.212529,-0.383587,1.15229,0.0248709,-0.316207,-0.683366,-0.587061,1.99638
958,-0.912392,-0.211831,-0.000184216,0.395556,-1.83846,0.0295888,-0.256625,-0.966482,-0.174373
6090,-1.90127,-0.576444,0.157466,0.26003,0.291672,1.11175,0.856672,-1.54801,-0.116406
3751,-0.166292,-0.573062,-1.4747,1.31108,1.14581,-0.368419,1.56299,-0.543188,0.588081
1295,-0.260843,0.0273361,-0.088734,-0.314687,-0.211882,0.823841,-0.159383,0.929066,1.22631
2625,-1.05176,-0.749865,-0.223859,0.744458,-0.7361,1.01646,-1.16124,-0.48653,0.258803
63,0.017676,0.753175,0.108537,-0.252503,-0.525234,0.434131,-0.806109,0.23498,0.0927392
1568,0.194286,-0.418365,0.534075,0.303028,-0.0227353,-0.667125,-0.116154,0.292966,1.0176
939,0.76423,-0.323803,0.00134714,-0.0501199,0.920557,0.402227,0.16067,-0.0122575,1.15568
4052,-1.15589,0.82483,0.207991,0.165973,0.246126,1.69792,-1.20902,0.316473,0.98984
3632,-0.174223,0.150121,-0.798077,0.508528,-0.477377,0.19224,-0.187148,-0.434177,-0.296179
7944,-1.10267,-0.999501,0.498322,-0.708222,-1.82404,-0.401745,-0.72411,1.37676,-0.688045
2480,-0.469173,-0.41539,1.32099,-0.549764,-2.27839,0.838466,-1.02228,1.31447,1.15754
2001,-1.14984,1.5627,1.19412,0.531026,-0.958899,0.393907,-1.04668,0.474364,0.399941
566,0.196455,-0.807566,-0.442907,0.293076,-0.658597,-0.423177,-0.47319,-0.551956,-0.581479
2316,-0.137504,0.568714,0.295874,-0.265902,0.0179159,0.584426,-0.432807,-0.966029,0.987611
434,-0.465334,0.227523,-0.232221,-0.518628,-1.11284,0.267909,-0.113772,0.0547357,-0.275281
528,0.619585,0.146919,-0.631171,-0.709522,-0.533493,-0.107456,0.830111,-0.372934,0.110201
6752,-0.877671,-0.130418,1.14623,0.1742,-0.273293,-0.266492,-0.310887,-0.359159,-1.1287
35354,0.21188,-0.228017,-0.544702,0.681073,-0.723851,-1.08546,-0.299589,-1.34646,-0.7922
75476,0.652346,-1.07116,-0.0895504,-0.284377,0.27834,0.323014,0.604809,0.191035,0.255908
11096,0.884717,-0.771306,-0.322338,-0.458428,-1.55312,-0.161369,-0.229952,0.109814,-0.380405
1690,-0.822733,-0.369667,0.971548,0.919182,0.0720216,0.0631161,-0.562035,-0.0128059,0.791324
5457,-1.96031,0.379563,1.40007,1.69283,0.52183,-0.955776,0.537868,-0.0240623,7.92319e-05
3404,-1.12775,0.636025,0.589868,-0.232264,-0.0381672,1.09973,1.05296,1.47062,0.184576
6558,-1.11634,-0.670936,-0.382176,-0.623803,-0.647158,1.75285,1.71457,-0.781826,0.133729
38026,-0.79636,0.230394,0.349243,1.25515,-0.271505,0.73153,0.209669,-0.232316,-0.123942
156776,0.850266,0.902477,-0.162426,-0.584291,1.13133,-0.148609,0.0862586,-0.307799,1.0284
85036,0.716999,-0.658947,-0.417985,0.0402613,-0.0427335,-0.293848,0.72858,0.17971,-0.190731
86073,-1.04813,1.1967,-0.543987,0.668343,0.0155048,-0.293798,1.00454,-0.370078,0.334912
86768,-2.47608,-0.44589,1.93883,3.07964,1.31609,0.549114,-0.0970239,0.488816,0.969913
96613,-0.128597,0.0854717,0.86436,-0.20052,0.0753083,0.121095,0.495918,0.498941,-0.00920908
129368,-1.03967,-1.1592,0.612646,0.715336,-0.226886,1.18733,-1.64402,-1.39158,1.73362
159508,0.746683,-0.230402,-1.07831,0.280648,1.00008,-0.358385,-0.137393,0.242972,0.32879
155113,0.0415903,-1.16322,1.37655,0.446498,1.013,0.25992,-1.0295,-0.293929,-0.549292
92643,-0.102149,-0.878357,-0.30446,-0.138711,-0.591995,0.383056,-0.238541,0.217332,0.548809
39351,1.11397,-0.727632,-0.765449,-0.723584,0.0265459,-0.493477,0.00728736,0.258341,-0.173244
167513,0.918445,-0.864775,-0.328897,0.660292,-0.0456165,0.0964308,-0.394753,-0.887996,-0.229441
38931,0.220898,-0.278487,-0.530519,-0.198912,-1.00547,0.226884,0.644453,0.415893,0.392699
55250,0.837659,0.333962,-0.469757,-0.812416,-0.255352,0.380564,-0.917556,0.0640766,-0.29533
18803,-0.602498,1.39308,0.805983,-0.296926,-0.249806,0.473764,-0.162908,0.648891,0.184685
20750,-0.66783,1.55621,0.674981,-0.367772,-0.0862241,0.769979,-0.227353,0.58774,1.08297
26054,-0.652164,1.5117,0.216445,-0.0736754,0.142069,0.930106,-0.279395,0.415103,0.289233
41311,-0.924517,0.799956,-0.0473181,-0.0711256,-0.0297949,-0.295404,-0.677735,1.88853,0.764686
60464,-0.881264,0.707389,0.0902982,0.120003,0.209677,-0.858945,0.337704,1.17837,1.8054
96345,-0.715138,0.949827,0.162078,-0.242066,0.699265,-0.0759683,-0.138157,1.52706,1.37104
32743,-1.23254,1.03465,1.26464,-0.256075,-1.00115,-1.40042,-0.713573,1.08464,1.20142
111327,-0.997473,1.03992,0.940713,-0.357275,0.437511,-0.575898,0.589211,-0.116214,0.350825
96342,-0.684928,1.00428,0.441476,-0.234706,0.630521,-0.34612,0.325315,0.244998,0.841288
127648,-0.365728,0.904259,0.4952,-0.33605,1.6221,-0.505208,-0.850016,0.0210676,0.497734
66982,0.0673256,0.182559,-0.684298,0.626809,-0.994772,0.133797,-0.380338,-0.898421,0.460908
127060,1.01189,-0.320929,-1.11851,0.224168,1.02458,-0.50588,0.267027,0.443815,0.0713083
40247,-0.769479,0.756463,0.267183,-0.283651,0.717473,0.743102,-0.369323,0.576502,-0.0672572
359,-0.795775,-0.362185,-0.278204,0.802573,0.00207719,0.649436,0.817493,-0.0235518,0.226616
16149,-0.811304,0.643917,-0.832691,0.274222,-0.298532,-0.482459,2.12755,1.35684,1.07813
153839,-0.161357,-0.377659,-0.856778,0.841763,0.0396538,-0.179036,-0.930889,0.244088,-0.045734
55705,-0.241334,-0.417009,0.0156497,-0.352878,-0.975751,0.304876,-0.130309,-0.0569309,0.38552
146818,-0.197507,0.0460252,-0.791569,0.154705,0.324815,0.669952,-0.323512,-0.557482,0.828474
130882,0.0724684,0.617516,-0.469033,0.563116,-0.127141,0.15066,-0.130678,-0.713949,0.136379
103091,0.339569,-0.0544474,-1.23961,1.00623,-0.293005,-0.646867,-0.339712,0.00532223,-0.128074
129351,0.173153,-0.637194,-0.113955,0.609286,-0.0457004,-0.0899129,-0.774065,-0.732867,0.299888
175117,0.549055,-0.0437177,0.306503,-0.0906945,0.167099,0.79669,0.0559537,-0.253856,-0.545054
33088,-0.888296,0.493214,0.0121088,0.79198,0.164519,-0.629252,0.470229,0.327878,0.993205
2922,-0.711243,1.48194,-0.765538,0.47073,-0.608444,0.34183,-0.756393,-0.414559,0.899036
162367,-0.674602,0.0272842,1.566,0.854642,1.46786,1.69105,-0.835694,0.493832,1.3619
32341,-0.591934,1.23565,-0.306898,0.388943,0.146664,0.622165,0.541589,-0.593417,0.525187
57276,-0.36123,-1.11201,0.525661,0.0120915,0.589322,-0.407698,1.16284,0.736315,-0.349354
170437,-0.202899,0.370233,0.507974,0.589171,1.07565,-0.236546,1.31278,-0.264052,0.952689
7256,-1.46337,0.262763,-0.698977,0.189741,0.810404,0.234501,0.454934,2.00541,0.663087
171669,0.672707,-0.546622,-0.592228,0.47652,0.668515,0.326926,-0.460699,-0.0553638,0.32708
2633,-0.37801,0.469123,0.583514,-0.0175852,0.613645,1.51112,-0.0684577,0.90041,0.296997
152955,-4.02147,-1.03619,0.894687,1.20283,-1.31468,0.845347,-2.31144,1.23337,-0.443783
25248,-1.48277,0.339632,-0.589014,1.09999,-1.00935,-0.727363,0.115643,-0.391236,-0.350781
102237,0.266109,-0.347302,0.00414018,0.0533592,-0.462263,0.412331,0.220006,-0.00485499,-0.00241737
126274,0.295562,-0.351059,0.302524,0.234845,0.444402,-0.209702,-0.25803,-0.0939512,0.18199
127312,0.169003,-0.769709,-0.0389946,0.247364,-0.168646,0.206892,0.106711,-0.217441,-0.146556
2499,-0.767481,0.384828,-0.171396,0.681711,-0.516353,-0.330327,-0.656849,-0.0324371,-2.005
107255,0.605358,-0.578173,-0.283775,-0.00292686,-0.122239,0.361194,0.284649,-0.238585,-0.201083
67144,-1.65646,-0.218065,0.423996,1.53381,0.304465,-0.0983779,-1.31117,-0.96233,0.0193272
147768,-0.503444,0.930902,-0.480934,-0.164053,-0.00701516,0.93156,-0.736248,-1.34928,0.407303
103236,-0.954888,0.944897,-0.541157,0.754167,-0.0934753,-0.297547,0.186713,-0.0223106,-0.240651
173090,-0.0600414,0.4252,-0.200427,0.321579,0.75486,1.23151,-0.209292,0.594036,-0.135551
2290,-0.245454,0.418119,-0.573618,-0.371211,-0.775644,0.951305,0.424426,-0.236714,0.549656
66362,0.697364,-0.181999,-0.793384,-0.130491,0.50311,0.175797,0.191258,0.438581,-0.00385012
141337,-1.1553,0.023279,0.08986,-2.00972,0.158319,1.09296,0.0853071,0.786548,0.319948
134626,-0.0482898,-0.23063,0.266022,0.128449,-0.604812,0.27298,-0.88555,0.962823,-0.258436
34284,-0.04674,0.705257,0.63451,-0.559241,-0.928968,0.0765164,0.717846,-0.316129,0.9567
151247,0.371038,-0.0887269,-0.520825,0.0630094,0.505624,0.292559,0.429006,-0.171673,0.0902078
103092,0.567227,-0.395181,-0.483277,-0.37421,0.193066,0.109381,0.458989,0.1977,-0.0212729
147685,-1.03882,-0.555503,-1.03474,0.00636753,0.948355,0.516788,0.872116,0.753495,-0.122128
63740,-0.232647,-0.390391,-0.697537,0.229667,0.0749282,0.439092,0.275987,-0.176791,0.0166335
8552,-0.162412,-0.493278,-0.488948,0.570434,-0.232966,0.483601,0.351498,-0.16353,0.348529
66193,-0.218879,-0.0190183,-0.404605,0.718631,-0.384022,0.0157812,-0.26306,0.268634,0.353151
34010,-0.0437401,-0.633686,0.096399,0.506149,-0.860131,-0.546787,-0.550661,-0.477959,-0.42818
130907,-0.548709,-0.0994681,0.289491,0.357775,-0.191715,0.052604,0.643962,-0.0200639,0.480586
144468,-0.620786,-0.178331,1.13491,-0.176723,0.583371,2.08108,0.164374,-0.259778,0.9308
129736,0.25959,-0.292751,0.163173,-0.971358,-0.812669,0.716556,-0.715062,-1.20028,0.459018
18289,0.16146,-0.981992,0.282699,0.851349,0.270207,-0.23839,-0.134,-0.491579,0.0928911
147930,0.381054,-0.0191331,-0.688455,0.0151225,0.816545,0.326595,0.451936,-1.09827,0.259616
148940,0.508179,-0.0117115,0.507167,-0.0869776,-0.523184,-0.396822,-0.669766,-1.26778,-0.00579034
153002,-0.125371,0.523214,0.469902,0.100248,-0.473859,-0.0341438,-0.418495,0.208047,0.519687
164354,0.218727,-0.408747,-0.536013,0.455849,0.76029,0.363952,0.0313186,-0.614711,0.510352
126912,0.154023,0.0752319,-1.06186,0.334514,-0.308495,0.037084,-0.340107,-1.29903,0.854435
36599,-1.22695,-0.133325,0.389605,-1.05969,0.761372,0.120924,0.325228,0.801859,-0.842906
943,-0.549239,0.96034,-0.396256,0.280949,0.383986,0.521225,1.23054,-0.477906,0.68482
148290,-0.11838,-0.395151,-0.051615,-0.327738,0.472603,0.852312,0.0596163,-0.753983,-0.297058
154443,0.0887885,-0.547911,-0.579143,1.21345,-0.0991885,-0.278165,-0.383047,-0.38158,0.959405
73316,0.654799,-0.890463,-0.372398,-0.0962737,0.286373,0.11989,0.452138,0.0210608,-0.24164
40425,-0.0690037,-0.573889,-0.604391,0.252754,-0.111709,0.571397,0.451993,0.133928,-0.39313
139728,-0.299321,-0.799176,0.397249,1.7022,0.325679,0.930403,0.0187987,-0.88152,0.203634
148271,0.572427,0.438541,0.350719,-0.763712,0.274098,0.0613974,0.201262,-0.974754,-0.31047
11634,-0.935044,0.725926,0.494533,1.04034,-0.674028,-0.110332,-0.150828,-0.0783385,0.339974
131221,-1.69677,1.66826,2.1469,-1.54018,0.436932,-0.377418,-0.404473,0.355778,-1.20837
105593,0.0855536,0.562305,-0.712026,-0.22193,-0.57894,-0.0144994,-0.384194,-0.789024,0.915998
55834,-0.199861,0.0100769,-0.29734,-0.00618152,-0.299073,1.10468,0.187472,0.437196,0.101153
38984,-0.395038,-0.318079,0.36025,0.37612,-0.624403,0.683519,0.233065,0.324062,-0.385125
55427,0.658155,-0.0864601,-0.477799,-0.244978,0.26577,0.58026,0.263512,-0.297665,-0.288909
172381,0.722962,-0.251833,-0.835962,0.312597,0.984165,-0.61076,-0.87836,0.187808,0.0741237
71886,0.444325,-0.176774,0.0648304,0.970114,-0.0946426,-0.889418,0.612916,-0.413485,-0.688102
137931,-0.842058,-0.421295,0.37289,-0.215955,-0.301905,0.107112,-1.26693,0.476369,0.848627
142980,0.465346,0.181884,1.27854,-0.60231,-0.0665186,0.718124,-0.121062,0.527541,-0.0941562
129225,0.639134,-0.907516,-0.711366,-1.33187,-1.65746,0.527741,-0.690448,-0.424478,0.042281
125013,-1.12565,0.181728,-0.373107,-0.196713,0.0180563,0.626706,-0.167196,-0.402329,-0.0221347
153624,-1.00997,0.0885026,1.21439,-0.0902377,0.0412377,-0.375605,0.0579947,-0.114717,-0.32297
147305,0.171504,0.143812,0.192081,-0.314187,0.496584,0.247274,-0.318015,-0.180975,1.2984
32412,0.47737,0.110658,0.0296351,-0.200779,-0.159402,0.322201,-0.290138,-0.158358,-0.0880612
137,-0.82571,0.999789,-0.337633,0.349181,-0.0200921,0.283096,0.794491,0.779457,0.486655
19841,-0.228815,0.341858,-0.241978,-0.0677874,-0.19542,0.400667,0.388494,-0.181768,0.584836
145027,-0.845594,-0.202009,0.144815,-0.170804,-0.162237,0.772228,1.18937,-0.655767,-0.160401
2629,-0.979124,0.747694,0.254152,0.702475,-0.956378,0.563524,0.469554,0.483688,0.309258
111999,-0.543086,0.866287,-1.03447,0.511629,0.42974,0.118356,-0.0396445,0.457271,0.534189
181761,0.258726,-0.138358,-0.500498,0.262987,0.755317,0.236035,-0.681485,0.705545,0.900066
123885,-0.25457,-0.692022,-0.32074,-0.203141,-1.04873,1.1492,-0.14378,-0.357984,-0.418657
98229,0.879615,0.12707,-0.27255,-0.611236,0.373531,0.401567,0.133221,-0.386553,-0.67829
141250,-0.806538,0.122987,-0.22836,-0.107497,-1.65037,0.101074,-0.0517641,0.163602,-0.121208
137776,0.42917,-0.121785,-0.769738,0.677871,0.984406,-1.0452,-0.238597,-0.861323,0.361511
32901,-0.38532,0.378211,-0.302778,0.139416,0.713817,0.775675,1.23654,-0.676425,0.51321
131260,0.0946125,0.195528,-0.226585,0.444978,0.214843,0.904525,0.00694147,0.359345,0.0821353
60872,-0.157602,0.0748554,-0.454002,-0.334487,-0.35684,0.231845,-0.600386,0.0431595,-0.361446
66056,0.660725,0.124893,0.00850126,0.113243,-0.0904938,-0.563466,0.883944,-0.0302099,-0.750402
811,-0.403412,0.687583,-0.170836,0.241768,-0.560291,0.215229,0.472514,0.771453,0.319786
5082,-0.0135686,0.519067,-0.877504,-0.294238,-1.05326,0.114596,0.539658,-1.2813,1.43822
67593,-0.465373,-0.698227,0.52016,-0.241559,-0.1013,0.783392,-0.139466,0.128738,-0.325516
38402,-0.426104,0.873238,0.146346,0.400107,0.385497,-0.0658029,-0.229729,-0.268803,0.273134
182605,-0.270763,-1.06158,-0.457723,-1.48872,0.0351716,0.8922,-0.65936,0.95627,1.72797
127589,-0.470568,-1.19107,0.322801,1.01073,-0.491863,0.678534,-0.28588,0.0897075,1.22577
146149,-0.284084,0.279244,-0.480459,-0.58851,-0.180255,0.851954,0.126006,0.422344,0.627277
170041,-0.0432641,0.782668,0.049337,-0.0837213,0.0574563,0.237584,0.10514,-0.955258,-0.864552
145400,-0.226409,-1.03812,0.500041,0.214364,0.812346,1.10661,-0.56127,-1.07767,-0.00259523
91534,-0.196717,0.171119,-0.414871,1.03842,-0.68705,-0.126511,0.0898376,0.080274,-0.0387192
87893,-0.841026,0.737415,-0.678917,1.05274,-0.0846947,0.609747,0.165049,0.444328,0.525127
39406,0.0948451,-0.29194,0.445895,0.109427,-0.165054,0.581172,-0.346145,0.574417,0.0499596
118048,0.795059,-0.430587,-0.507743,0.180481,0.271463,0.585655,0.263943,0.47978,-0.103315
159865,-0.176813,0.797709,0.872925,1.6765,-0.890044,1.06847,-1.14242,-1.32014,0.4583
113819,-1.97811,2.15052,0.687138,1.52575,0.406976,-1.58147,0.573558,0.707305,0.617643
128664,0.0714512,1.17964,-0.425349,0.370104,0.27909,0.221295,0.0269004,-0.713767,-0.544245
16267,0.134051,-0.223599,-0.0678766,0.502211,-0.47127,0.616049,0.34712,-0.100733,-0.560371
104377,0.0680053,-0.693854,-0.12715,-0.172946,-0.945762,0.103679,-0.0884544,-0.548881,-0.810478
93472,-0.853814,0.0225681,-0.796763,-0.538931,0.42814,1.99554,0.00742501,0.146248,-0.953418
156062,-0.628086,0.872965,-0.243592,0.813171,-0.199561,-0.0103547,1.18936,-0.295981,0.866705
